probe	t	pval	logFC	p_adj
10025903770	-19.61577798955441	3.2061008255152784e-61	-0.2173509543843394	4.862379939237071e-59
10026395104	-19.594084648245012	3.3469549268370964e-61	-0.1758501115276803	5.056476520236967e-59
10025904915	20.66400637190977	3.381138591920802e-61	0.19037663558890486	5.088548808070847e-59
10033668510	20.50572312353939	3.415475725817459e-61	0.5558603309630985	5.120606355347701e-59
10025908462	20.003470924473884	3.6613866126639824e-61	0.24770685903608772	5.468413161423622e-59
10023844709	-19.416449683962973	3.897227721705397e-61	-0.2709055792183892	5.798602458658636e-59
10025913284	-19.571019971540657	4.109286536196236e-61	-0.1779758573261393	6.091048118558044e-59
10023809440	19.72335452543328	4.266325515434007e-61	0.22809128230046846	6.300047603242398e-59
10023825574	-19.353925977596	4.743887583411847e-61	-0.11018633507939675	6.979022632075556e-59
10025908820	-19.282702724624183	5.449404927546559e-61	-0.2865707435064311	7.987038266941376e-59
10023820028	-19.595117532896218	5.675284115713063e-61	-0.18852153302080113	8.287180671569113e-59
10025907322	-19.689095366932627	5.773264571497095e-61	-0.30012725491567704	8.399030828459478e-59
10023826327	19.38687386543036	6.0418281310523486e-61	0.16473890831140497	8.757306604713514e-59
10025911935	-19.64848623846128	6.373944625898631e-61	-0.1592383289252585	9.204725915635963e-59
10025908250	19.73484879132962	7.045832499768794e-61	0.14369829153925334	1.0137739948385283e-58
10023823946	-20.211104258325594	7.725620993415825e-61	-0.2587548500695007	1.1075269803699767e-58
10025928386	-19.354072539142155	8.363320669046914e-61	-0.3591109357076022	1.194586312291501e-58
10025924326	-19.22956280478532	8.766520837257392e-61	-0.2746604975778837	1.2476410814763419e-58
10031919991	-19.598612584929025	9.144697685250868e-61	-0.4180046625072324	1.296764350457235e-58
10023845993	-19.272241196479964	9.489312742733885e-61	-0.28030100442026096	1.3407921026423994e-58
10025903883	19.894762042932225	9.909793086654329e-61	0.14275385605775837	1.3903329882851371e-58
10023817930	-19.74211185723406	9.91072394907939e-61	-0.17544708247076227	1.3903329882851371e-58
10025905890	19.223278685260276	1.0047427629457058e-60	0.23497682247017668	1.4044945099112926e-58
10023826090	19.679419084747334	1.1137324809408394e-60	0.3462264037255558	1.5513266613956088e-58
10023831722	20.021411984692612	1.140503839118152e-60	0.29661852604978634	1.583003208500389e-58
10025908598	19.73997844784536	1.2228438843796453e-60	0.28461459966186975	1.6913136541701572e-58
10023833579	-19.41164194268275	1.2305482785833823e-60	-0.3013567892341894	1.695997767815974e-58
10025902373	-19.31628990041953	1.2525651746644135e-60	-0.18049538462383397	1.7203062958328028e-58
10025908864	-19.20490968346287	1.2632571395442485e-60	-0.14367317986034314	1.728945659975543e-58
10026394527	-19.271319686604496	1.2719515598534038e-60	-0.2167518440888519	1.734800599688948e-58
10023816083	19.65382137008865	1.4664941181710897e-60	0.2860545744578385	1.9932141509259656e-58
10023835741	-19.529213551891228	1.483827082802858e-60	-0.1633081144955188	2.0098182004309056e-58
10023814265	-19.3242511086015	1.5197635413897504e-60	-0.14130705541503186	2.0514196531199107e-58
10023805660	-19.378667415771055	1.5460802843150941e-60	-0.265769377832632	2.0754559803171754e-58
10025923717	19.78840951941374	1.5481379893913756e-60	0.19017134593055066	2.0754559803171754e-58
10025927589	19.945373127139813	1.5638340099585712e-60	0.24128547098491882	2.089367343917438e-58
10025907695	19.687246829430688	1.6354669092248207e-60	0.14445344857327305	2.1776657693000323e-58
10023809747	19.40242554835127	1.6654519472978985e-60	0.24390998525320118	2.210099746279103e-58
10025927036	-19.740694297168524	1.6823124673826655e-60	-0.2561216680129649	2.2249573642690605e-58
10023838210	-19.606212279941474	1.712245516558817e-60	-0.18922337301392644	2.2569464392761855e-58
10025910843	-19.685107582478725	1.7202080000802514e-60	-0.18511753279080956	2.2598585365602767e-58
